Date,V39079,V39050,V39078,Canadian Overnight Repo Rate Average (CORRA) (%),V39076,V39077,OR,ORR,TARGET,ACTUAL,TERMREPOS,SEC_LEND,V39068,V39071,V39072,V39073,V39074
2018-04-12, 1.25, 1.2361, 1.50, 1.2350, 1.00, 1.50, 0.0, 0.0, 250, 250, 3800.0, 0.0, 1.57, 1.68, 1.54, 1.56, 1.64
2018-04-11, 1.25, 1.2401, 1.50, 1.2217, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.57, 1.68, 1.54, 1.56, 1.64
2018-04-10, 1.25, 1.2406, 1.50, 1.2437, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.57, 1.68, 1.54, 1.56, 1.64
2018-04-09, 1.25, 1.2336, 1.50, 1.2075, 1.00, 1.50, 0.0, 0.0, 250, 505, 0.0, 0.0, 1.57, 1.68, 1.54, 1.56, 1.64
2018-04-06, 1.25, 1.2423, 1.50, 1.2056, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.57, 1.68, 1.54, 1.56, 1.64
2018-04-05, 1.25, 1.2542, 1.50, 1.2838, 1.00, 1.50, 1500.0, 0.0, 250, 250, 0.0, 0.0, 1.58, 1.68, 1.52, 1.54, 1.61
2018-04-04, 1.25, 1.2462, 1.50, 1.2482, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.58, 1.68, 1.52, 1.54, 1.61
2018-04-03, 1.25, 1.2519, 1.50, 1.2828, 1.00, 1.50, 1500.0, 0.0, 250, 1416, 0.0, 0.0, 1.58, 1.68, 1.52, 1.54, 1.61
2018-04-02, 1.25, 1.2500, 1.50, 1.3112, 1.00, 1.50, 2725.0, 0.0, 250, 4580, 0.0, 0.0, 1.57, 1.68, 1.52, 1.54, 1.61
2018-03-30, 1.25, Bank holiday, 1.50, Bank holiday, 1.00, 1.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday
2018-03-29, 1.25, 1.2468, 1.50, 1.2951, 1.00, 1.50, 0.0, 0.0, 250, 250, 2300.0, 0.0, 1.57, 1.68, 1.52, 1.54, 1.61
2018-03-28, 1.25, 1.2425, 1.50, 1.2785, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.57, 1.68, 1.52, 1.54, 1.61
2018-03-27, 1.25, 1.2475, 1.50, 1.2937, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.57, 1.68, 1.52, 1.54, 1.61
2018-03-26, 1.25, 1.2461, 1.50, 1.2684, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.55, 1.67, 1.52, 1.54, 1.61
2018-03-23, 1.25, 1.2463, 1.50, 1.2305, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.55, 1.67, 1.52, 1.54, 1.61
2018-03-22, 1.25, 1.2449, 1.50, 1.2155, 1.00, 1.50, 0.0, 0.0, 250, 250, 0.0, 0.0, 1.56, 1.67, 1.52, 1.54, 1.61
2018-03-21, 1.25, 1.2368, 1.50, 1.2119, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.55, 1.67, 1.52, 1.54, 1.61
2018-03-20, 1.25, 1.2279, 1.50, 1.2500, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.55, 1.66, 1.52, 1.54, 1.61
2018-03-19, 1.25, 1.2310, 1.50, 1.2133, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.54, 1.66, 1.52, 1.54, 1.61
2018-03-16, 1.25, 1.2339, 1.50, 1.2176, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.54, 1.66, 1.52, 1.54, 1.61
2018-03-15, 1.25, 1.2271, 1.50, 1.2091, 1.00, 1.50, 0.0, 750.0, 500, 500, 3400.0, 0.0, 1.55, 1.66, 1.50, 1.53, 1.60
2018-03-14, 1.25, 1.2437, 1.50, 1.2095, 1.00, 1.50, 0.0, 500.0, 500, 500, 0.0, 0.0, 1.55, 1.67, 1.50, 1.53, 1.60
2018-03-13, 1.25, 1.2291, 1.50, 1.2041, 1.00, 1.50, 0.0, 1500.0, 500, 366, 0.0, 0.0, 1.54, 1.66, 1.50, 1.53, 1.60
2018-03-12, 1.25, 1.2337, 1.50, 1.1694, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.54, 1.66, 1.50, 1.53, 1.60
2018-03-09, 1.25, 1.2438, 1.50, 1.2335, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.52, 1.66, 1.50, 1.53, 1.60
2018-03-08, 1.25, 1.2391, 1.50, 1.2223, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.53, 1.66, 1.50, 1.53, 1.60
2018-03-07, 1.25, 1.2435, 1.50, 1.2300, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.54, 1.65, 1.50, 1.53, 1.60
2018-03-06, 1.25, 1.2363, 1.50, 1.2104, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.53, 1.65, 1.50, 1.53, 1.60
2018-03-05, 1.25, 1.2450, 1.50, 1.2333, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.52, 1.64, 1.47, 1.50, 1.54
2018-03-02, 1.25, 1.2420, 1.50, 1.2500, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.52, 1.64, 1.47, 1.50, 1.54
2018-03-01, 1.25, 1.2404, 1.50, 1.2520, 1.00, 1.50, 0.0, 0.0, 500, 500, 2800.0, 0.0, 1.51, 1.64, 1.47, 1.50, 1.54
2018-02-28, 1.25, 1.2382, 1.50, 1.2319, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.51, 1.64, 1.47, 1.50, 1.54
2018-02-27, 1.25, 1.2438, 1.50, 1.2350, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.51, 1.63, 1.47, 1.50, 1.54
2018-02-26, 1.25, 1.2373, 1.50, 1.2362, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.63, 1.47, 1.50, 1.54
2018-02-23, 1.25, 1.2366, 1.50, 1.2129, 1.00, 1.50, 0.0, 1500.0, 500, 500, 0.0, 0.0, 1.49, 1.61, 1.47, 1.50, 1.54
2018-02-22, 1.25, 1.2278, 1.50, 1.2187, 1.00, 1.50, 0.0, 900.0, 500, 500, 0.0, 0.0, 1.49, 1.61, 1.47, 1.50, 1.54
2018-02-21, 1.25, 1.2294, 1.50, 1.1876, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.62, 1.47, 1.50, 1.54
2018-02-20, 1.25, 1.2313, 1.50, 1.2055, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.62, 1.47, 1.50, 1.54
2018-02-19, 1.25, Bank holiday, 1.50, Bank holiday, 1.00, 1.50, Bank holiday, Bank holiday, 500, 500, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday
2018-02-16, 1.25, 1.2462, 1.50, 1.2463, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.62, 1.47, 1.50, 1.54
2018-02-15, 1.25, 1.2297, 1.50, 1.2300, 1.00, 1.50, 0.0, 0.0, 500, 500, 3800.0, 0.0, 1.49, 1.61, 1.45, 1.50, 1.54
2018-02-14, 1.25, 1.2351, 1.50, 1.2256, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.49, 1.61, 1.45, 1.50, 1.54
2018-02-13, 1.25, 1.2459, 1.50, 1.2333, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.49, 1.59, 1.45, 1.50, 1.54
2018-02-12, 1.25, 1.2341, 1.50, 1.2346, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.49, 1.59, 1.45, 1.50, 1.54
2018-02-09, 1.25, 1.2437, 1.50, 1.2285, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.49, 1.59, 1.45, 1.50, 1.54
2018-02-08, 1.25, 1.2346, 1.50, 1.2285, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.49, 1.61, 1.46, 1.51, 1.56
2018-02-07, 1.25, 1.2324, 1.50, 1.2191, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.48, 1.61, 1.46, 1.51, 1.56
2018-02-06, 1.25, 1.2339, 1.50, 1.2234, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.49, 1.60, 1.46, 1.51, 1.56
2018-02-05, 1.25, 1.2426, 1.50, 1.2113, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.62, 1.47, 1.53, 1.57
2018-02-02, 1.25, 1.2491, 1.50, 1.2391, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.51, 1.62, 1.47, 1.53, 1.57
2018-02-01, 1.25, 1.2493, 1.50, 1.2453, 1.00, 1.50, 1500.0, 0.0, 500, 1007, 2300.0, 0.0, 1.51, 1.62, 1.47, 1.53, 1.57
2018-01-31, 1.25, 1.2486, 1.50, 1.2424, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.52, 1.62, 1.47, 1.53, 1.57
2018-01-30, 1.25, 1.2435, 1.50, 1.2346, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.52, 1.62, 1.47, 1.53, 1.57
2018-01-29, 1.25, 1.2486, 1.50, 1.2390, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.51, 1.61, 1.47, 1.53, 1.57
2018-01-26, 1.25, 1.2465, 1.50, 1.2375, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.61, 1.47, 1.52, 1.57
2018-01-25, 1.25, 1.2425, 1.50, 1.2343, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.60, 1.47, 1.52, 1.57
2018-01-24, 1.25, 1.2284, 1.50, 1.2155, 1.00, 1.50, 0.0, 1500.0, 500, 500, 0.0, 0.0, 1.50, 1.60, 1.47, 1.52, 1.57
2018-01-23, 1.25, 1.2415, 1.50, 1.2214, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.59, 1.47, 1.52, 1.57
2018-01-22, 1.25, 1.2122, 1.50, 1.2000, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.51, 1.61, 1.47, 1.52, 1.57
2018-01-19, 1.25, 1.2484, 1.50, 1.2293, 1.00, 1.50, 0.0, 0.0, 500, 500, 4300.0, 0.0, 1.50, 1.61, 1.47, 1.52, 1.57
2018-01-18, 1.25, 1.2515, 1.50, 1.2436, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.52, 1.61, 1.47, 1.52, 1.57
2018-01-17, 1.25, 1.2459, 1.50, 1.2464, 1.00, 1.50, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.52, 1.62, 1.47, 1.52, 1.57
2018-01-16, 1.00, 0.9960, 1.25, 1.0003, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.60, 1.47, 1.52, 1.57
2018-01-15, 1.00, 0.9973, 1.25, 0.9876, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.50, 1.60, 1.47, 1.52, 1.57
2018-01-12, 1.00, 0.9974, 1.25, 0.9973, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.48, 1.59, 1.46, 1.51, 1.56
2018-01-11, 1.00, 0.9976, 1.25, 0.9961, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.46, 1.56, 1.46, 1.51, 1.56
2018-01-10, 1.00, 0.9965, 1.25, 0.9791, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.49, 1.59, 1.46, 1.51, 1.56
2018-01-09, 1.00, 0.9941, 1.25, 0.9608, 0.75, 1.25, 0.0, 1500.0, 500, 500, 0.0, 0.0, 1.48, 1.58, 1.46, 1.51, 1.56
2018-01-08, 1.00, 0.9964, 1.25, 0.9972, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.47, 1.58, 1.44, 1.49, 1.54
2018-01-05, 1.00, 0.9946, 1.25, 0.9785, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.48, 1.57, 1.44, 1.49, 1.54
2018-01-04, 1.00, 0.9898, 1.25, 0.9917, 0.75, 1.25, 0.0, 0.0, 500, 500, 2300.0, 0.0, 1.41, 1.51, 1.39, 1.42, 1.49
2018-01-03, 1.00, 0.9953, 1.25, 0.9764, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.41, 1.51, 1.39, 1.42, 1.49
2018-01-02, 1.00, 0.9967, 1.25, 1.0106, 0.75, 1.25, 1390.0, 0.0, 500, 638, 0.0, 0.0, 1.41, 1.52, 1.36, 1.39, 1.45
2018-01-01, 1.00, Bank holiday, 1.25, Bank holiday, 0.75, 1.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday
2017-12-29, 1.00, 0.9975, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.37, 1.48, 1.33, 1.35, 1.42
2017-12-28, 1.00, 1.0022, 1.25, 1.0088, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.37, 1.46, 1.33, 1.35, 1.42
2017-12-27, 1.00, 0.9978, 1.25, 1.0187, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.36, 1.45, 1.33, 1.35, 1.42
2017-12-26, 1.00, Bank holiday, 1.25, Bank holiday, 0.75, 1.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday
2017-12-25, 1.00, Bank holiday, 1.25, Bank holiday, 0.75, 1.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday
2017-12-22, 1.00, 0.9970, 1.25, 1.0336, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.35, 1.44, 1.33, 1.35, 1.42
2017-12-21, 1.00, 0.9963, 1.25, 1.0253, 0.75, 1.25, 0.0, 0.0, 500, 500, 3400.0, 0.0, 1.35, 1.45, 1.33, 1.35, 1.42
2017-12-20, 1.00, 0.9961, 1.25, 0.9859, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.34, 1.43, 1.30, 1.33, 1.39
2017-12-19, 1.00, 0.9942, 1.25, 0.9905, 0.75, 1.25, 0.0, 0.0, 500, 500, 1600.0, 0.0, 1.34, 1.41, 1.30, 1.33, 1.39
2017-12-18, 1.00, 0.9955, 1.25, 1.0354, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.33, 1.41, 1.25, 1.31, 1.36
2017-12-15, 1.00, 0.9957, 1.25, 1.0367, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.29, 1.40, 1.25, 1.31, 1.36
2017-12-14, 1.00, 0.9979, 1.25, 0.9970, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.29, 1.39, 1.25, 1.30, 1.35
2017-12-13, 1.00, 0.9967, 1.25, 0.9743, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.29, 1.39, 1.25, 1.30, 1.35
2017-12-12, 1.00, 0.9954, 1.25, 0.9839, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.29, 1.39, 1.25, 1.30, 1.35
2017-12-11, 1.00, 0.9971, 1.25, 0.9881, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.29, 1.39, 1.25, 1.30, 1.35
2017-12-08, 1.00, 0.9957, 1.25, 0.9851, 0.75, 1.25, 0.0, 0.0, 500, 500, 2300.0, 0.0, 1.29, 1.39, 1.25, 1.30, 1.35
2017-12-07, 1.00, 0.9919, 1.25, 0.9542, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.29, 1.39, 1.25, 1.30, 1.35
2017-12-06, 1.00, 0.9942, 1.25, 0.9665, 0.75, 1.25, 0.0, 0.0, 500, -29, 0.0, 0.0, 1.29, 1.39, 1.24, 1.29, 1.35
2017-12-05, 1.00, 0.9935, 1.25, 0.9692, 0.75, 1.25, 0.0, 0.0, 500, 390, 0.0, 0.0, 1.28, 1.39, 1.24, 1.29, 1.35
2017-12-04, 1.00, 0.9932, 1.25, 1.0040, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.28, 1.39, 1.24, 1.29, 1.35
2017-12-01, 1.00, 0.9976, 1.25, 1.0212, 0.75, 1.25, 1500.0, 0.0, 500, 1717, 0.0, 0.0, 1.26, 1.38, 1.21, 1.24, 1.32
2017-11-30, 1.00, 0.9930, 1.25, 1.0075, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.36, 1.21, 1.24, 1.32
2017-11-29, 1.00, 0.9894, 1.25, 0.9700, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.36, 1.21, 1.24, 1.32
2017-11-28, 1.00, 0.9960, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.36, 1.21, 1.24, 1.32
2017-11-27, 1.00, 0.9948, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.35, 1.21, 1.24, 1.32
2017-11-24, 1.00, 0.9924, 1.25, 0.9716, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-23, 1.00, 0.9836, 1.25, 0.9838, 0.75, 1.25, 0.0, 0.0, 500, 500, 3400.0, 0.0, 1.25, 1.35, 1.22, 1.26, 1.33
2017-11-22, 1.00, 0.9955, 1.25, 0.9784, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.35, 1.22, 1.26, 1.33
2017-11-21, 1.00, 0.9886, 1.25, 0.9925, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-20, 1.00, 0.9945, 1.25, 1.0170, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-17, 1.00, 0.9895, 1.25, 0.9802, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-16, 1.00, 0.9907, 1.25, 0.9940, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-15, 1.00, 0.9847, 1.25, 0.9719, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-14, 1.00, 0.9880, 1.25, 0.9872, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-13, 1.00, Bank holiday, 1.25, Bank holiday, 0.75, 1.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday
2017-11-10, 1.00, 0.9889, 1.25, 0.9822, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-09, 1.00, 0.9948, 1.25, 0.9749, 0.75, 1.25, 0.0, 0.0, 500, 500, 2300.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-08, 1.00, 0.9822, 1.25, 0.9854, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.35, 1.22, 1.26, 1.33
2017-11-07, 1.00, 0.9894, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.35, 1.22, 1.26, 1.33
2017-11-06, 1.00, 0.9913, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.35, 1.22, 1.26, 1.33
2017-11-03, 1.00, 0.9943, 1.25, 0.9880, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.35, 1.22, 1.26, 1.33
2017-11-02, 1.00, 1.0030, 1.25, 1.0221, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.35, 1.22, 1.26, 1.33
2017-11-01, 1.00, 0.9982, 1.25, 1.0067, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.36, 1.22, 1.26, 1.33
2017-10-31, 1.00, 0.9924, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.36, 1.22, 1.26, 1.33
2017-10-30, 1.00, 0.9816, 1.25, 0.9800, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.27, 1.37, 1.22, 1.26, 1.33
2017-10-27, 1.00, 0.9928, 1.25, 0.9808, 0.75, 1.25, 0.0, 0.0, 500, 500, 3400.0, 0.0, 1.26, 1.37, 1.22, 1.26, 1.33
2017-10-26, 1.00, 0.9934, 1.25, 0.9951, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.36, 1.22, 1.26, 1.33
2017-10-25, 1.00, 0.9972, 1.25, 0.9700, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.36, 1.22, 1.27, 1.33
2017-10-24, 1.00, 0.9940, 1.25, 0.9807, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.27, 1.37, 1.24, 1.26, 1.36
2017-10-23, 1.00, 0.9963, 1.25, 0.9930, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.27, 1.37, 1.24, 1.26, 1.36
2017-10-20, 1.00, 0.9954, 1.25, 0.9747, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.28, 1.36, 1.24, 1.26, 1.35
2017-10-19, 1.00, 0.9949, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.27, 1.38, 1.24, 1.26, 1.35
2017-10-18, 1.00, 0.9940, 1.25, 0.9856, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.27, 1.38, 1.24, 1.26, 1.35
2017-10-17, 1.00, 0.9956, 1.25, 0.9833, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.37, 1.24, 1.26, 1.35
2017-10-16, 1.00, 0.9922, 1.25, 0.9940, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.37, 1.24, 1.26, 1.35
2017-10-13, 1.00, 0.9957, 1.25, 0.9964, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.37, 1.20, 1.24, 1.31
2017-10-12, 1.00, 0.9941, 1.25, 0.9156, 0.75, 1.25, 0.0, 0.0, 500, 500, 2000.0, 0.0, 1.26, 1.37, 1.20, 1.24, 1.31
2017-10-11, 1.00, 0.9846, 1.25, 0.9690, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.37, 1.20, 1.24, 1.31
2017-10-10, 1.00, 0.9803, 1.25, 0.9577, 0.75, 1.25, 0.0, 1500.0, 500, 388, 0.0, 0.0, 1.24, 1.37, 1.20, 1.24, 1.31
2017-10-09, 1.00, Bank holiday, 1.25, Bank holiday, 0.75, 1.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday
2017-10-06, 1.00, 0.9940, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.36, 1.20, 1.24, 1.31
2017-10-05, 1.00, 0.9961, 1.25, 0.9860, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.23, 1.35, 1.20, 1.24, 1.31
2017-10-04, 1.00, 0.9961, 1.25, 0.9985, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.23, 1.35, 1.20, 1.24, 1.31
2017-10-03, 1.00, 0.9958, 1.25, 1.0085, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.23, 1.35, 1.20, 1.24, 1.31
2017-10-02, 1.00, 0.9974, 1.25, 1.0373, 0.75, 1.25, 0.0, 0.0, 500, 891, 0.0, 0.0, 1.23, 1.35, 1.20, 1.26, 1.31
2017-09-29, 1.00, 0.9693, 1.25, 0.9954, 0.75, 1.25, 0.0, 1300.0, 500, 500, 0.0, 0.0, 1.23, 1.35, 1.20, 1.26, 1.31
2017-09-28, 1.00, 0.9823, 1.25, 0.9819, 0.75, 1.25, 0.0, 0.0, 500, 500, 3000.0, 0.0, 1.24, 1.36, 1.21, 1.28, 1.32
2017-09-27, 1.00, 0.9923, 1.25, 0.9913, 0.75, 1.25, 0.0, 700.0, 500, 500, 0.0, 0.0, 1.23, 1.37, 1.22, 1.28, 1.33
2017-09-26, 1.00, 0.9869, 1.25, 0.9095, 0.75, 1.25, 0.0, 1500.0, 500, 500, 0.0, 0.0, 1.23, 1.37, 1.22, 1.28, 1.33
2017-09-25, 1.00, 0.9928, 1.25, 0.9568, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.23, 1.37, 1.22, 1.28, 1.33
2017-09-22, 1.00, 0.9966, 1.25, 0.9929, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.38, 1.22, 1.28, 1.33
2017-09-21, 1.00, 0.9972, 1.25, 0.9947, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.24, 1.39, 1.22, 1.28, 1.33
2017-09-20, 1.00, 0.9970, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.39, 1.24, 1.30, 1.34
2017-09-19, 1.00, 0.9947, 1.25, 1.0000, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.25, 1.38, 1.24, 1.30, 1.34
2017-09-18, 1.00, 0.9979, 1.25, 0.9978, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 120.0, 1.26, 1.40, 1.24, 1.30, 1.34
2017-09-15, 1.00, 0.9954, 1.25, 0.9995, 0.75, 1.25, 0.0, 0.0, 500, 500, 0.0, 0.0, 1.26, 1.40, 1.24, 1.30, 1.34
2017-09-14, 1.00, 0.9974, 1.25, 1.0028, 0.75, 1.25, 0.0, 0.0, 500, 500, 2000.0, 0.0, 1.26, 1.39, 1.24, 1.30, 1.34
