date,FXUSDCAD,log_fx,diff_log_fx
2023-07-14,1.3183,0.2763430277817872,-0.008309460109629185
2023-07-21,1.3212,0.27854041453449746,0.002197386752710251
2023-07-28,1.3232,0.28005304528728975,0.0015126307527922878
2023-08-04,1.3355,0.28930575356787847,0.009252708280588717
2023-08-11,1.3443,0.29587343147807,0.006567677910191527
2023-08-18,1.3552,0.3039490449156529,0.008075613437582896
2023-08-25,1.3606,0.3079257789288234,0.003976734013170502
2023-09-01,1.358,0.30601302913650447,-0.001912749792318924
2023-09-08,1.3632,0.3098348770929142,0.0038218479564097185
2023-09-15,1.3526,0.30202866615870255,-0.007806210934211633
2023-09-22,1.3464,0.2974343638944592,-0.004594302264243344
2023-09-29,1.352,0.3015849776207724,0.0041506137263132015
2023-10-06,1.3683,0.31356909340362743,0.01198411578285502
2023-10-13,1.3661,0.31195996491130445,-0.0016091284923229754
2023-10-20,1.3695,0.3144457097209958,0.002485744809691326
2023-10-27,1.3857,0.3262054271225323,0.011759717401536529
2023-11-03,1.3683,0.31356909340362743,-0.01263633371890488
2023-11-10,1.3819,0.32345936382730184,0.009890270423674408
2023-11-17,1.3722,0.31641529127465345,-0.007044072552648384
2023-11-24,1.3623,0.3091744477898781,-0.007240843484775328
2023-12-01,1.3507,0.3006229765845814,-0.008551471205296701
2023-12-08,1.3588,0.3066019573042918,0.0059789807197103695
2023-12-15,1.3378,0.29102647370217066,-0.015575483602121132
2023-12-22,1.3258,0.2820160508251542,-0.009010422877016477
2023-12-29,1.3226,0.27959949625842495,-0.0024165545667292343
2024-01-05,1.3347,0.28870654749796876,0.009107051239543806
2024-01-12,1.3387,0.291698993809715,0.002992446311746222
2024-01-19,1.3462,0.29728580859447573,0.005586814784760752
2024-01-26,1.3449,0.29631966084736644,-0.0009661477471092916
2024-02-02,1.3454,0.29669136660936835,0.00037170576200190597
2024-02-09,1.3458,0.2969886317720807,0.0002972651627123346
2024-02-16,1.3484,0.29891870437776863,0.0019300726056879491
2024-02-23,1.3494,0.2996600492111879,0.0007413448334192552
2024-03-01,1.3564,0.30483413126934655,0.005174082058158669
2024-03-08,1.3471,0.2979541337223852,-0.006879997546961336
2024-03-15,1.3533,0.30254605410032287,0.004591920377937653
2024-03-22,1.3593,0.3069698613590651,0.004423807258742252
2024-03-29,1.355,0.3038014543316642,-0.003168407027400899
2024-04-05,1.3598,0.30733763011022214,0.003536175778557915
2024-04-12,1.3766,0.3196166909821268,0.012279060871904668
2024-04-19,1.3748,0.3183082659935418,-0.0013084249885850219
2024-04-26,1.3668,0.31247224125899975,-0.0058360247345420335
2024-05-03,1.3672,0.31276485281924404,0.0002926115602442936
2024-05-10,1.3665,0.31225272638598567,-0.0005121264332583753
2024-05-17,1.3615,0.3085870331316772,-0.0036656932543084886
2024-05-24,1.3673,0.3128379923328989,0.0042509592012217046
2024-05-31,1.3637,0.3102015938816511,-0.002636398451247801
2024-06-07,1.374,0.31772619380015765,0.007524599918506569
2024-06-14,1.3751,0.31852645574676197,0.0008002619466043193
2024-06-21,1.3702,0.3149567145866617,-0.0035697411601002815
2024-06-28,1.3687,0.3138613842350836,-0.0010953303515781054
2024-07-05,1.3633,0.3099082312099469,-0.0039531530251366576
2024-07-12,1.3628,0.30954140680467446,-0.00036682440527247007
2024-07-19,1.3727,0.3167796032754769,0.007238196470802427
2024-07-26,1.383,0.32425505268262117,0.007475449407144286
2024-08-02,1.3858,0.3262775902111438,0.0020225375285226055
2024-08-09,1.3732,0.3171437826013999,-0.00913380760974386
2024-08-16,1.3707,0.3153215582551985,-0.0018222243462014398
2024-08-23,1.3529,0.3022504366271775,-0.013071121628020987
2024-08-30,1.3491,0.2994377034626343,-0.0028127331645431686
2024-09-06,1.3545,0.3034323825430128,0.003994679080378483
2024-09-13,1.3586,0.30645475777506453,0.0030223752320517328
2024-09-20,1.3565,0.3049078531168494,-0.0015469046582151091
2024-09-27,1.3499,0.3000305156326444,-0.0048773374842050465
2024-10-04,1.3577,0.3057920916240984,0.005761575991454049
2024-10-11,1.3761,0.319253411289099,0.013461319665000582
2024-10-18,1.3802,0.3222284162043645,0.002975004915265478
2024-10-25,1.3872,0.3272873270441403,0.005058910839775832
2024-11-01,1.3932,0.3316032595097091,0.0043159324655687725
2024-11-08,1.3913,0.330238561865694,-0.0013646976440150893
2024-11-15,1.4079,0.34209923248634455,0.011860670620650549
2024-11-22,1.3979,0.3349711104949457,-0.007128121991398839
2024-11-29,1.401,0.33718626735486995,0.002215156859924239
2024-12-06,1.4136,0.34613964202334957,0.008953374668479619
2024-12-13,1.4231,0.3528375907074772,0.0066979486841276525
2024-12-20,1.4365,0.36220959943720726,0.009372008729730041
2024-12-27,1.4416,0.3657536078719364,0.003544008434729129
2025-01-03,1.4442,0.36755553503494415,0.001801927163007755
2025-01-10,1.4422,0.36616972550052207,-0.0013858095344220778
2025-01-17,1.4435,0.36707072012085273,0.000900994620330664
2025-01-24,1.4336,0.36018876323852894,-0.006881956882323792
2025-01-31,1.4484,0.37045949890934904,0.010270735670820097
2025-02-07,1.4298,0.35753457435061436,-0.012924924558734674
2025-02-14,1.4166,0.3482596343373852,-0.00927494001322915
2025-02-21,1.4207,0.3511497078958944,0.0028900735585091764
2025-02-28,1.4438,0.36727852672292355,0.016128818827029157
2025-03-07,1.4371,0.36262719409806415,-0.0046513326248593945
2025-03-14,1.4388,0.36380943283933187,0.001182238741267716
2025-03-21,1.4348,0.3610254666759905,-0.002783966163341367
2025-03-28,1.4307,0.35816383499015136,-0.002861631685839139
2025-04-04,1.4216,0.3517829978583045,-0.006380837131846839
2025-04-11,1.389,0.3285840637722067,-0.0231989340860978
2025-04-18,1.3857,0.3262054271225323,-0.002378636649674415
2025-04-25,1.3863,0.3266383275621934,0.00043290043966109915
